Country Name,Country Code,Region,Income group,Year,Energy use (kg of oil equivalents per capita),Population,CO2 emissions (metric tons per capita),Renewable energy consumption (% of energy),"GDP per capita, PPP",Electric power consumption (kWh per capita),Access to electricity (% of population),Forest area (% of land)
Tanzania,TZA,Sub-Saharan Africa,Low income,1997,356.115239926,31635251,0.091109187,92.747869008,1059.142264991,55.033544700,7.628524780,59.968390156
Uganda,UGA,Sub-Saharan Africa,Low income,1997,,21865931,0.050646551,94.677401347,745.405190221,,6.412344933,20.687653759
Ukraine,UKR,Europe & Central Asia,Lower middle income,1997,2836.207597703,50594105,6.743789914,1.025039518,3396.057035590,2958.585787811,99.110137939,16.292742203
Uruguay,URY,Latin America & Caribbean,High income,1997,880.634727500,3271010,1.698406608,37.676486137,9820.782516307,1731.575262686,97.650924683,6.845674808
United States,USA,North America,High income,1997,7828.581096396,272657000,19.690363182,4.514260299,31572.690229849,12889.832280118,100,33.105307535
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,1997,1899.613766003,23667000,4.530953691,1.442411416,1743.829737008,1815.819495500,99.411865234,7.432768929
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,1997,,108004,1.222288063,8.783419895,5244.743883235,,75.982711792,65.897437854
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,1997,2150.671016035,23110178,5.797813976,13.819692944,11794.055380618,2668.434661126,98.305839539,56.701434159
British Virgin Islands,VGB,Latin America & Caribbean,High income,1997,,19270,5.137986508,1.068969552,,,,24.533333778
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,1997,,108357,,0,,,100,61.142856053
Vietnam,VNM,East Asia & Pacific,Lower middle income,1997,321.554714203,77453335,0.582291686,60.792373609,1694.717862315,202.057148346,78.4,33.849887261
Vanuatu,VUT,East Asia & Pacific,Lower middle income,1997,,174999,0.481951325,19.612536707,2033.612729372,,17.888645172,36.095159967
Samoa,WSM,East Asia & Pacific,Upper middle income,1997,,172198,0.745333860,44.841108552,2966.557046675,,84.828887939,56.077737438
Kosovo,XKX,Europe & Central Asia,Lower middle income,1997,,2086000,,,,,92.056030273,
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1997,225.943896241,16408954,0.814121424,1.397901359,2742.017604139,133.402775095,42.6,1.039831809
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1997,2489.169142633,43657024,8.844657689,17.107191342,7036.012869289,4744.597341312,67.887794495,7.617736524
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,1997,623.413269929,9666578,0.247335096,87.007384796,1597.314003220,633.729950764,17.533767700,69.457217317
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,1997,828.545301933,11709997,1.230371195,67.385819603,2281.742025319,897.011331429,32.774528503,51.376502520
Aruba,ABW,Latin America & Caribbean,High income,1998,,87277,20.587669145,0.157875691,30355.239606552,,90.954421997,2.333333260
Afghanistan,AFG,South Asia,Low income,1998,,18863999,0.055207170,44.094336854,,,0.021977138,2.067824648
Angola,AGO,Sub-Saharan Africa,Lower middle income,1998,429.832644041,15504318,0.471373910,76.819793627,2983.609482006,72.624929391,20.675495148,48.109089246
Albania,ALB,Europe & Central Asia,Upper middle income,1998,426.682819088,3128530,0.560271437,49.983365443,3021.006805646,734.849913538,100,28.218978548
Andorra,AND,Europe & Central Asia,High income,1998,,64142,7.660783886,14.458641723,,,100,34.042553191
United Arab Emirates,ARE,Middle East & North Africa,High income,1998,11125.365687800,2838145,28.714321502,0.072469921,76345.040821598,11133.680625902,100,4.181920586
Argentina,ARG,Latin America & Caribbean,High income,1998,1650.343734919,36241590,3.857870916,11.343009140,12132.510392888,1957.585194248,94.328773499,11.856147247
Armenia,ARM,Europe & Central Asia,Upper middle income,1998,609.996706002,3108684,1.081692124,9.380563414,2015.105574835,1308.592317521,98.875503540,11.710572318
American Samoa,ASM,East Asia & Pacific,Upper middle income,1998,,55901,,0,,,,90.600004196
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1998,,79851,3.995303753,0,13653.982431909,,89.203552246,22.863637317
Australia,AUS,East Asia & Pacific,High income,1998,5553.653465876,18711000,16.935695847,8.595072694,24176.062097468,9783.442894554,100,16.763339104
Austria,AUT,Europe & Central Asia,High income,1998,3606.610379189,7976789,7.981004261,24.409354416,26652.831574363,6706.708676887,100,46.325988104
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1998,1485.153418425,7913000,4.002975610,2.484381400,2901.351672225,1936.939213952,98.027618408,10.443844984
Burundi,BDI,Sub-Saharan Africa,Low income,1998,,6186352,0.040307438,95.261698094,575.791907391,,3.9,8.419002996
Belgium,BEL,Europe & Central Asia,High income,1998,5603.160264110,10203008,11.601914553,1.291956464,24543.933022865,7913.058580372,100,
Benin,BEN,Sub-Saharan Africa,Low income,1998,340.201676438,6470265,0.187593089,79.568431886,1210.449119038,44.820420802,18.117742538,46.124512238
Burkina Faso,BFA,Sub-Saharan Africa,Low income,1998,,10968724,0.078563833,91.012549060,794.354172083,,8.020970345,23.274122093
Bangladesh,BGD,South Asia,Lower middle income,1998,137.749429182,126447965,0.190182468,60.233971286,1183.376700989,86.169832785,27.971036911,11.317507499
Bulgaria,BGR,Europe & Central Asia,Upper middle income,1998,2425.946245912,8256786,5.934325293,5.889736549,6141.204537523,3932.401784423,100,30.420319103
Bahrain,BHR,Middle East & North Africa,High income,1998,12406.710422974,613702,29.989592669,0,33826.531582099,21251.356521569,,0.478873244
"Bahamas, The",BHS,Latin America & Caribbean,High income,1998,,290060,5.790133076,0,23175.984820042,,94.770729065,51.448551449
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,1998,892.895452188,3750485,2.824691473,26.739146222,3788.587932306,1766.971471690,98.507720947,42.7734375
Belarus,BLR,Europe & Central Asia,Upper middle income,1998,2466.165160393,10069000,5.770180554,3.640444439,5238.075451543,3016.287615453,100,40.299743159
Belize,BLZ,Latin America & Caribbean,Upper middle income,1998,,230284,1.608305397,35.324686359,4636.669889256,,89.589126587,65.350724437
Bermuda,BMU,North America,High income,1998,,60943,8.544279080,0,35044.951344945,,100,18.518518191
Bolivia,BOL,Latin America & Caribbean,Lower middle income,1998,555.901669695,8026254,1.369256318,31.402136067,3399.254307532,408.658883708,71.2,55.969538245
Brazil,BRA,Latin America & Caribbean,Upper middle income,1998,1072.764067879,170170640,1.835152374,43.861576741,8547.342724835,1804.247783284,94.193812,62.975756269
Barbados,BRB,Latin America & Caribbean,High income,1998,,267950,4.256155999,12.139856722,11360.192850500,,,14.651163234
Brunei Darussalam,BRN,East Asia & Pacific,High income,1998,7287.254637838,319222,16.507255139,0,61685.807598426,7753.225028350,100,75.939281254
Bhutan,BTN,South Asia,Lower middle income,1998,,542155,0.703429831,91.531470941,2474.173707802,,26.084108353,64.978389261
Botswana,BWA,Sub-Saharan Africa,Upper middle income,1998,1001.671632852,1669625,2.003027027,37.397601405,7199.541874058,1034.962940780,23.174404144,22.535598273
Central African Republic,CAF,Sub-Saharan Africa,Low income,1998,,3597385,0.069315906,89.017557461,641.246530082,,4.532320499,36.012711835
Canada,CAN,North America,High income,1998,7924.030924461,30247900,16.746078604,21.524036706,26117.611729956,16385.401961789,100,38.257635116
Switzerland,CHE,Europe & Central Asia,High income,1998,3557.990076232,7110001,5.865651918,17.504251183,32891.722506430,7481.433546915,100,29.990385952
Channel Islands,CHI,Europe & Central Asia,High income,1998,,146671,,,,,100,4.040404256
Chile,CHL,Latin America & Caribbean,High income,1998,1582.225219167,14887756,3.871743532,29.745206583,9009.317210713,2190.121869273,97.241124,21.142061329
China,CHN,East Asia & Pacific,Upper middle income,1998,869.358607335,1241935000,2.676745980,29.739901481,2458.630661044,870.617222318,95.559593201,18.430366067
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,1998,370.933344548,15884552,0.435158322,73.447304243,2375.046559939,183.511628153,45.527114868,32.411320141
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,1998,413.402214469,14523570,0.220925365,84.376568385,1935.422721187,174.819276528,40.7,47.716358867
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,1998,308.558335697,44840529,0.037209307,96.849971641,515.433430912,93.419950510,5.399111271,69.637545213
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,1998,238.213939989,3048453,0.255015905,79.734755216,3452.939884821,107.267522248,15.587259293,66.149341142
Colombia,COL,Latin America & Caribbean,Upper middle income,1998,732.195483608,39234062,1.681616958,25.938683761,6578.962426316,874.444252038,93.341026306,56.171382098
Comoros,COM,Sub-Saharan Africa,Low income,1998,,515385,0.170761664,49.961350598,1698.155790292,,34.860885620,24.610423286
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,1998,,417323,0.377839228,35.253639632,2401.089991963,,51.352924347,19.161290625
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,1998,632.764263055,3767373,1.411368081,28.890511218,7279.493433537,1326.123004014,98.560363770,47.269880487
Cuba,CUB,Latin America & Caribbean,Upper middle income,1998,1032.407976900,11064097,2.214299730,34.822746989,,1043.013270762,96.170059204,21.970205751
Curacao,CUW,Latin America & Caribbean,High income,1998,18814.372335124,144472,,0.078676188,,6769.477822692,100,
Cayman Islands,CYM,Latin America & Caribbean,High income,1998,,37740,11.368282989,0,49754.317692735,,100,52.916665872
Cyprus,CYP,Europe & Central Asia,High income,1998,2174.776384829,908704,7.049874327,3.262168212,18935.014976209,3097.818431524,100,18.345237501
Czech Republic,CZE,Europe & Central Asia,High income,1998,4057.405827436,10294373,11.903960154,5.966940712,14894.233541330,5604.809540124,100,34.106378961
Germany,DEU,Europe & Central Asia,High income,1998,4177.294129312,82047195,10.425273161,3.045118906,25371.864689596,6479.490249484,100,32.500143818
Djibouti,DJI,Middle East & North Africa,Lower middle income,1998,,680612,0.463350631,31.949894593,,,57.517784119,0.241587571
Dominica,DMA,Latin America & Caribbean,Upper middle income,1998,,70290,1.095561246,15.005137463,6061.124839700,,75,63.813334147
Denmark,DNK,Europe & Central Asia,High income,1998,3772.110276744,5304219,11.227304152,8.517843392,25792.581092452,6504.256328783,100,13.599810936
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1998,778.528694761,8296375,2.217515361,19.751092002,5826.480465099,1090.355727652,86.744987488,29.182364911
Algeria,DZA,Middle East & North Africa,Upper middle income,1998,820.647578242,30335732,3.527173598,0.544070942,7477.971308738,615.577695636,98.947647095,0.670350238
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1998,726.979990357,12163885,1.846480380,18.190748967,6079.389542288,688.513579338,92.726642,56.004589325
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,1998,617.531500167,67378056,1.814286717,8.248502183,5187.367551132,869.838096843,96.679069519,0.056255965
Eritrea,ERI,Sub-Saharan Africa,Low income,1998,209.830399448,3224223,0.183109853,75.003767303,1392.291542141,50.554815842,27.031469345,15.693069307
Spain,ESP,Europe & Central Asia,High income,1998,2756.218906710,40223509,6.502203500,8.941412249,19013.764265183,4479.047315340,100,32.723550767
Estonia,EST,Europe & Central Asia,High income,1998,3695.170673431,1386156,11.766941095,17.746486086,8358.779210783,4733.954908394,100,52.738855807
Ethiopia,ETH,Sub-Saharan Africa,Low income,1998,476.096141502,62794151,0.051272705,96.100241438,448.272271259,23.696474533,6.055789948,13.986799805
Finland,FIN,Europe & Central Asia,High income,1998,6319.326601078,5153498,11.058284489,30.497969222,23539.331813201,14846.420819412,100,73.314947963
Fiji,FJI,East Asia & Pacific,Upper middle income,1998,,800315,0.962208630,49.792598979,4828.090181571,,72.527618408,53.362342237
France,FRA,Europe & Central Asia,High income,1998,4151.627194553,60186288,6.271267469,9.709285885,23340.004754671,7015.501603953,100,27.610187556
Faroe Islands,FRO,Europe & Central Asia,High income,1998,,46580,13.383211679,3.140740852,,,100,0.057306586
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,1998,,108238,1.084129419,1.556929335,2229.155203210,,42.937866211,91.142856053
Gabon,GAB,Sub-Saharan Africa,Upper middle income,1998,1284.042164437,1171224,4.251779335,69.669735705,15967.948146155,917.843213595,73.170516968,85.380525478
United Kingdom,GBR,Europe & Central Asia,High income,1998,3787.108451754,58487141,9.094403914,1.029704324,23450.804253841,5908.871490231,100,12.064647000
Georgia,GEO,Europe & Central Asia,Lower middle income,1998,677.336260112,4487300,1.105665099,47.528984029,2335.106652075,1435.384306821,98.609260559,39.702690191
Ghana,GHA,Sub-Saharan Africa,Lower middle income,1998,409.997197903,18036494,0.354979299,73.578071493,1672.441005555,275.164341806,42.6,38.905685195
Gibraltar,GIB,Europe & Central Asia,High income,1998,3795.363786890,30801,10.000584397,0,,3636.245576442,100,0
Guinea,GIN,Sub-Saharan Africa,Low income,1998,,8503297,0.176810242,84.359996787,1055.642010024,,14.615339279,28.390037441
"Gambia, The",GMB,Sub-Saharan Africa,Low income,1998,,1160944,0.183200912,56.934360541,1118.067893860,,26.249097824,45.177866819
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1998,,1199915,0.143634341,89.019213914,1012.335327968,,4.295226574,76.073966969
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,1998,,566673,0.291199687,68.017623941,6011.998545603,,61.769145966,62.973262902
Greece,GRC,Europe & Central Asia,High income,1998,2389.793152545,10720509,8.185367878,7.380368096,18018.806203201,4175.734566334,100,27.467805257
Grenada,GRD,Latin America & Caribbean,Upper middle income,1998,,101309,1.737417209,10.110585538,6590.699248639,,85.04,49.970587562
Greenland,GRL,Europe & Central Asia,High income,1998,,56100,9.412620321,12.824471494,,,100,0.000535997
Guatemala,GTM,Latin America & Caribbean,Upper middle income,1998,558.914217549,11133501,0.786197352,62.039695913,4506.845387019,314.635980183,70.226036072,40.276222471
Guam,GUM,East Asia & Pacific,High income,1998,,152277,,0,,,100,46.296296296
Guyana,GUY,Latin America & Caribbean,Upper middle income,1998,,757952,2.186792831,34.652073172,3418.603501452,,73.460441589,84.478534973
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,1998,2002.523801519,6543700,5.975399392,0.618445885,23963.476455787,5325.733147913,100,
Honduras,HND,Latin America & Caribbean,Lower middle income,1998,537.038604166,6192026,0.750926433,62.873045029,2513.589883235,445.250068394,66.859519,60.244881622
Croatia,HRV,Europe & Central Asia,High income,1998,1958.894690069,4501000,4.477634303,28.114399457,9839.279781610,2649.633414797,100,33.589697728
Haiti,HTI,Latin America & Caribbean,Low income,1998,248.168095763,8258483,0.149193502,79.300196361,1326.627384160,36.568459365,31.607076645,4.005805571
Hungary,HUN,Europe & Central Asia,High income,1998,2502.204046726,10266570,5.762720948,5.188747806,10403.031095743,3215.679628152,100,21.089087403
Indonesia,IDN,East Asia & Pacific,Lower middle income,1998,666.399953715,205715544,1.041245921,48.299616876,4309.335925889,331.127141272,80.94,56.987145473
Isle of Man,IMN,Europe & Central Asia,High income,1998,,71390,,,,,100,6.070175506
India,IND,South Asia,Lower middle income,1998,400.878843517,1015974042,0.921501664,52.712255708,1746.494895314,387.196900450,56.296157837,21.895607338
Ireland,IRL,Europe & Central Asia,High income,1998,3417.568527022,3712696,10.384593298,2.277731440,25039.008464775,5201.610904852,100,8.723472521
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,1998,1741.259734059,63900630,4.827939521,0.841574849,9719.190419772,1381.754765172,97.425514221,5.694970551
Iraq,IRQ,Middle East & North Africa,Upper middle income,1998,1286.279334392,22190250,3.261428420,0.390140044,8278.301863356,1314.090647920,95.909088135,1.863868149
Iceland,ISL,Europe & Central Asia,High income,1998,9036.654296526,274047,7.667265104,57.212445659,28528.513478003,21321.160238937,100,0.261945139
Israel,ISR,Middle East & North Africa,High income,1998,2885.726511472,5971000,9.562081728,6.074627123,22056.544662298,5819.460726846,100,6.876155409
Italy,ITA,Europe & Central Asia,High income,1998,2912.947365254,56906744,7.734648761,4.757625432,24926.563925656,4955.721943958,100,27.925606730
Jamaica,JAM,Latin America & Caribbean,Upper middle income,1998,1342.995833217,2611367,3.721250211,9.371866014,6044.429249045,2235.610697386,82.906959534,31.545707724
Jordan,JOR,Middle East & North Africa,Upper middle income,1998,946.111659461,4927912,2.951213820,2.201988402,5305.126295006,1226.888791845,98.574447632,1.104941070
Japan,JPN,East Asia & Pacific,High income,1998,3955.627626582,126400000,9.160044153,4.045356051,25052.697142062,8003.955696203,100,68.287519290
